period,bucket,rows,positives,negatives,positive_rate,lift,positive_rate_low_iid,positive_rate_high_iid,low_support
2025-12-29/2026-01-04,[other: 20 pooled levels],23573,864,22709,0.03665210198108005,0.9226457389825059,0.034327872760251205,0.0391273210512493,False
2025-12-29/2026-01-04,value: 82,1143,42,1101,0.03674540682414698,0.9249945078451096,0.02729860187824599,0.04929564586635698,False
2025-12-29/2026-01-04,value: 78,1175,32,1143,0.02723404255319149,0.6855643185196095,0.019356388202701504,0.03819287621540126,False
2025-12-29/2026-01-04,value: 60,1215,56,1159,0.04609053497942387,1.1602400246551006,0.03566296530201897,0.059379304537389044,False
2025-12-29/2026-01-04,value: 54,1193,38,1155,0.03185247275775356,0.801824361428661,0.02329340577365281,0.043416732175082504,False
2025-12-29/2026-01-04,value: 66,1231,52,1179,0.04224207961007311,1.0633626081830865,0.03235738480721513,0.05497484561828868,False
2025-12-29/2026-01-04,value: 74,1200,43,1157,0.035833333333333335,0.9020348227396685,0.026710684549926922,0.047918294342945325,False
2025-12-29/2026-01-04,value: 69,1213,43,1170,0.03544929925803792,0.8923675080689217,0.0264232819869068,0.047408405920706304,False
2025-12-29/2026-01-04,value: 50,1186,42,1144,0.03541315345699832,0.8914576074763578,0.026304891761212278,0.04752129589555149,False
2025-12-29/2026-01-04,value: 71,1204,31,1173,0.02574750830564784,0.648143695548089,0.018197422739880266,0.03631425041048506,False
2025-12-29/2026-01-04,value: 51,1209,38,1171,0.03143093465674111,0.7912129554875041,0.022984009062484854,0.04284607799467094,False
2025-12-29/2026-01-04,value: 89,1197,45,1152,0.03759398496240601,0.9463558203248839,0.028213692709502358,0.04993272548033316,False
2025-12-29/2026-01-04,value: 65,1143,38,1105,0.033245844269466314,0.8368997928122419,0.024316318269751364,0.04530224862684104,False
2025-12-29/2026-01-04,value: 67,1178,55,1123,0.0466893039049236,1.1753128736292913,0.03604480524788077,0.06028068576534816,False
2025-12-29/2026-01-04,value: 70,1227,45,1182,0.03667481662591687,0.9232175362093611,0.027521075800082378,0.048720635224671724,False
