period,bucket,rows,positives,negatives,positive_rate,lift,positive_rate_low_iid,positive_rate_high_iid,low_support
2025-12-29/2026-01-04,[other: 80 pooled levels],37853,1379,36474,0.03643040181755739,0.9170648663954031,0.034589518749436395,0.03836536476415323,False
2025-12-29/2026-01-04,value: 292,470,21,449,0.04468085106382979,1.1247539600712344,0.029407153147966446,0.06733714384703529,False
2025-12-29/2026-01-04,value: 265,513,27,486,0.05263157894736842,1.3248981484548374,0.03642067783765819,0.07549267166931478,False
2025-12-29/2026-01-04,value: 332,500,18,482,0.036,0.9062303335431088,0.02289106098029272,0.056184326968027755,False
2025-12-29/2026-01-04,value: 348,451,16,435,0.03547671840354767,0.8930577319961653,0.02195322730915482,0.05684666686413209,False
2025-12-29/2026-01-04,value: 279,476,12,464,0.025210084033613446,0.6346150795119809,0.014478941275722213,0.043543262326942826,False
2025-12-29/2026-01-04,value: 291,473,20,453,0.042283298097251586,1.064400203832639,0.02753620870368318,0.06440516512132174,False
2025-12-29/2026-01-04,value: 295,492,16,476,0.032520325203252036,0.8186362543298183,0.020114891203934834,0.052169219338050105,False
2025-12-29/2026-01-04,value: 276,484,18,466,0.0371900826446281,0.9361883610982529,0.02365189022627699,0.05801697596030479,False
2025-12-29/2026-01-04,value: 274,483,11,472,0.022774327122153208,0.5732996128924659,0.012763499048323697,0.040316324685857594,False
2025-12-29/2026-01-04,value: 345,468,10,458,0.021367521367521368,0.5378860004410665,0.01164702083316652,0.03888151661303993,False
2025-12-29/2026-01-04,value: 318,477,12,465,0.025157232704402517,0.6332846495758971,0.014448466299461655,0.04345306924819629,False
2025-12-29/2026-01-04,value: 290,501,17,484,0.033932135728542916,0.8541758521974302,0.021291722822447755,0.053665391256676194,False
2025-12-29/2026-01-04,value: 278,467,16,451,0.034261241970021415,0.8624604649470462,0.02119722463741178,0.05492491403420269,False
2025-12-29/2026-01-04,value: 304,480,16,464,0.03333333333333333,0.8391021606880636,0.020620270197241428,0.05345659561755131,False
2025-12-29/2026-01-04,value: 252,471,16,455,0.03397027600849257,0.8551359599368802,0.021016290624090796,0.0544646054832314,False
2025-12-29/2026-01-04,value: 334,475,18,457,0.037894736842105266,0.953926666887483,0.024102506743777233,0.05910135559265649,False
2025-12-29/2026-01-04,value: 317,467,20,447,0.042826552462526764,1.0780755811838076,0.02789214942510754,0.0652208464663393,False
2025-12-29/2026-01-04,value: 298,522,12,510,0.022988505747126436,0.5786911453021129,0.013198383128231302,0.0397481055018859,False
2025-12-29/2026-01-04,value: 330,518,15,503,0.02895752895752896,0.7289497534934917,0.0176258014672832,0.04722427559859845,False
2025-12-29/2026-01-04,value: 263,464,23,441,0.04956896551724138,1.247802782057681,0.033254574677441695,0.07328035907197716,False
2026-01-05/2026-01-11,[other: 80 pooled levels],66639,2454,64185,0.036825282492234275,0.9270052232154631,0.03542186059738097,0.038282101468158684,False
2026-01-05/2026-01-11,value: 292,840,34,806,0.04047619047619048,1.0189097665497917,0.029107807416626177,0.05602839686645772,False
2026-01-05/2026-01-11,value: 265,891,34,857,0.038159371492704826,0.9605883321008136,0.027433979164519076,0.0528500288153677,False
2026-01-05/2026-01-11,value: 332,865,33,832,0.03815028901734104,0.9603596983597492,0.027292260520936362,0.05309232300882767,False
2026-01-05/2026-01-11,value: 348,871,28,843,0.03214695752009185,0.809237445439694,0.022333672477852833,0.04606896004182879,False
2026-01-05/2026-01-11,value: 279,815,27,788,0.033128834355828224,0.8339542946715726,0.02286650144157941,0.0477716644666272,False
2026-01-05/2026-01-11,value: 291,855,31,824,0.03625730994152047,0.9127076133799991,0.025658923402572288,0.05100418844941421,False
2026-01-05/2026-01-11,value: 295,858,26,832,0.030303030303030304,0.7628201460800579,0.02076221711740468,0.04403097454119237,False
2026-01-05/2026-01-11,value: 276,837,31,806,0.037037037037037035,0.9323357340978485,0.02621328136875513,0.05209096746435876,False
2026-01-05/2026-01-11,value: 274,809,37,772,0.04573547589616811,1.1513020993371454,0.03336103134687152,0.062403595292165714,False
2026-01-05/2026-01-11,value: 345,846,30,816,0.03546099290780142,0.8926618730724083,0.02495064488625826,0.05017096533653022,False
2026-01-05/2026-01-11,value: 318,868,33,835,0.038018433179723504,0.9570404828124229,0.027197492798511504,0.05291048797492629,False
2026-01-05/2026-01-11,value: 290,830,29,801,0.03493975903614458,0.8795408190344765,0.024435855314088026,0.049728673405984,False
2026-01-05/2026-01-11,value: 278,837,32,805,0.038231780167264036,0.9624110803590694,0.02720984230280701,0.053472976210737544,False
2026-01-05/2026-01-11,value: 304,880,41,839,0.04659090909090909,1.172835974598089,0.03452775626180905,0.06259538495769429,False
2026-01-05/2026-01-11,value: 252,814,29,785,0.03562653562653563,0.8968290906616898,0.02491834734829427,0.05069711351360418,False
2026-01-05/2026-01-11,value: 334,825,33,792,0.04,1.0069225928256764,0.028622015206000308,0.055641939109300355,False
2026-01-05/2026-01-11,value: 317,828,22,806,0.026570048309178744,0.6688495483745436,0.017610920801031233,0.039901791884050866,False
2026-01-05/2026-01-11,value: 298,834,35,799,0.04196642685851319,1.0564235836000804,0.030327884808166238,0.05780508837345438,False
2026-01-05/2026-01-11,value: 330,825,34,791,0.041212121212121214,1.037435398668879,0.029639693369968176,0.05703726765332906,False
2026-01-05/2026-01-11,value: 263,863,29,834,0.03360370799536501,0.8459083195812462,0.023497462112249227,0.04784367898271775,False
2026-01-12/2026-01-18,[other: 80 pooled levels],65338,2423,62915,0.037084085830603936,0.9335200964280411,0.03566213861972774,0.03856046286414885,False
2026-01-12/2026-01-18,value: 292,848,28,820,0.0330188679245283,0.831186102568365,0.02294199219106602,0.0473075339396999,False
2026-01-12/2026-01-18,value: 265,866,26,840,0.03002309468822171,0.755773308702875,0.020569662664118346,0.04362762093788697,False
2026-01-12/2026-01-18,value: 332,814,26,788,0.03194103194103194,0.8040536674897908,0.02188920677640075,0.04638986885424292,False
2026-01-12/2026-01-18,value: 348,834,41,793,0.049160671462829736,1.237524769360094,0.036442919010810364,0.06601257291664867,False
2026-01-12/2026-01-18,value: 279,842,28,814,0.0332541567695962,0.8371090439168332,0.023106173494531094,0.04764166961087482,False
2026-01-12/2026-01-18,value: 291,839,32,807,0.03814064362336114,0.9601168942318726,0.027144673476828987,0.05334669071830453,False
2026-01-12/2026-01-18,value: 295,846,30,816,0.03546099290780142,0.8926618730724083,0.02495064488625826,0.05017096533653022,False
2026-01-12/2026-01-18,value: 276,801,20,781,0.024968789013732832,0.6285409443356282,0.016220663768646407,0.03825150381195197,False
2026-01-12/2026-01-18,value: 274,846,33,813,0.03900709219858156,0.9819280603796491,0.027908139394839555,0.054273611207927626,False
2026-01-12/2026-01-18,value: 345,849,31,818,0.03651354534746761,0.9191578438632501,0.025841085553244048,0.05136137469269597,False
2026-01-12/2026-01-18,value: 318,817,33,784,0.04039167686658507,1.0167822999769682,0.028903669384485194,0.05618152955397437,False
2026-01-12/2026-01-18,value: 290,794,26,768,0.0327455919395466,0.8243069084844958,0.02244294495585932,0.047547725751118645,False
2026-01-12/2026-01-18,value: 278,817,29,788,0.03549571603427173,0.8935359605858206,0.024826434020220715,0.050512668502137224,False
2026-01-12/2026-01-18,value: 304,809,30,779,0.037082818294190356,0.9334881886517395,0.026097114143522396,0.052443981574353635,False
2026-01-12/2026-01-18,value: 252,836,20,816,0.023923444976076555,0.6022264311158352,0.015539283367139854,0.036662782106332156,False
2026-01-12/2026-01-18,value: 334,840,34,806,0.04047619047619048,1.0189097665497917,0.029107807416626177,0.05602839686645772,False
2026-01-12/2026-01-18,value: 317,836,32,804,0.03827751196172249,0.9635622897853363,0.027242544204941755,0.05353634341505875,False
2026-01-12/2026-01-18,value: 298,806,28,778,0.034739454094292806,0.8744985297493468,0.024142824802944395,0.04974998244828764,False
2026-01-12/2026-01-18,value: 330,829,30,799,0.03618817852834741,0.9109673638350512,0.025464634252532117,0.05119036189894886,False
2026-01-12/2026-01-18,value: 263,813,33,780,0.04059040590405904,1.0217849189190442,0.029046585565653885,0.05645526802724156,False
2026-01-19/2026-01-25,[other: 80 pooled levels],66768,2514,64254,0.037652767792954706,0.9478355643286269,0.03623529312591475,0.039123441168150114,False
2026-01-19/2026-01-25,value: 292,872,38,834,0.04357798165137615,1.0969913568628356,0.031911931756166266,0.059247784442013375,False
2026-01-19/2026-01-25,value: 265,879,39,840,0.04436860068259386,1.116893660984112,0.032624422555348725,0.060077905821955324,False
2026-01-19/2026-01-25,value: 332,867,25,842,0.02883506343713956,0.7258669210104357,0.01960641903701507,0.042220516595570676,False
2026-01-19/2026-01-25,value: 348,833,27,806,0.03241296518607443,0.8159336736582612,0.0223703056146866,0.04674847215500744,False
2026-01-19/2026-01-25,value: 279,834,25,809,0.02997601918465228,0.7545882740000573,0.020385298367935824,0.043876810237287435,False
2026-01-19/2026-01-25,value: 291,864,44,820,0.05092592592592592,1.2819616343845417,0.03815253961108414,0.06767492217611494,False
2026-01-19/2026-01-25,value: 295,873,35,838,0.04009163802978236,1.0092294028894238,0.02896648533471688,0.05524652498530952,False
2026-01-19/2026-01-25,value: 276,874,36,838,0.041189931350114416,1.0368768118342206,0.029899012843902277,0.05649638128863358,False
2026-01-19/2026-01-25,value: 274,847,28,819,0.03305785123966942,0.8321674320873359,0.022969193517084267,0.047362897379893396,False
2026-01-19/2026-01-25,value: 345,841,34,807,0.04042806183115339,1.0176982210485435,0.029073026311689808,0.055962406159837934,False
2026-01-19/2026-01-25,value: 318,868,35,833,0.04032258064516129,1.0150429363162061,0.029134153413061383,0.05556181748120713,False
2026-01-19/2026-01-25,value: 290,847,20,827,0.023612750885478158,0.5944053086338114,0.015336804337304687,0.03619037310120475,False
2026-01-19/2026-01-25,value: 278,919,28,891,0.030467899891186073,0.7669704189096557,0.021162604404230425,0.04368218366713121,False
2026-01-19/2026-01-25,value: 304,866,28,838,0.03233256351039261,0.8139097170646346,0.022463155668295473,0.046332667080628734,False
2026-01-19/2026-01-25,value: 252,868,36,832,0.041474654377880185,1.0440441630680977,0.030106711869987764,0.056883254084696126,False
2026-01-19/2026-01-25,value: 334,851,32,819,0.03760282021151586,0.9465782306234326,0.02676012339245387,0.05260132792775414,False
2026-01-19/2026-01-25,value: 317,852,26,826,0.03051643192488263,0.7681921189397766,0.02090901556326316,0.04433841811170838,False
2026-01-19/2026-01-25,value: 298,846,42,804,0.04964539007092199,1.2497266223013714,0.03693623337953438,0.06642593836316894,False
2026-01-19/2026-01-25,value: 330,866,42,824,0.04849884526558892,1.2208645755969518,0.036078486594114674,0.06490711018324177,False
2026-01-19/2026-01-25,value: 263,840,30,810,0.03571428571428571,0.8990380293086396,0.025129666519831617,0.05052608392162619,False
2026-01-26/2026-02-01,[other: 80 pooled levels],66450,2549,63901,0.03835966892400301,0.965630432322291,0.0369258454498198,0.03984686395001439,False
2026-01-26/2026-02-01,value: 292,863,25,838,0.028968713789107765,0.7292313099838329,0.019697643859350918,0.04241458932103187,False
2026-01-26/2026-02-01,value: 265,848,33,815,0.03891509433962264,0.9796121923127158,0.02784200413163779,0.05414679565909321,False
2026-01-26/2026-02-01,value: 332,825,35,790,0.04242424242424243,1.0679482045120812,0.03066042732099009,0.058429540410303724,False
2026-01-26/2026-02-01,value: 348,844,33,811,0.03909952606635071,0.9842549041246245,0.02797458961331402,0.05440102211702076,False
2026-01-26/2026-02-01,value: 279,877,38,839,0.043329532497149374,1.0907371301988513,0.03172906754732174,0.05891319051304372,False
2026-01-26/2026-02-01,value: 291,813,33,780,0.04059040590405904,1.0217849189190442,0.029046585565653885,0.05645526802724156,False
2026-01-26/2026-02-01,value: 295,814,27,787,0.033169533169533166,0.8349788085470903,0.022894714116274154,0.0478298232581211,False
2026-01-26/2026-02-01,value: 276,845,39,806,0.046153846153846156,1.1618337609527036,0.033944186737577674,0.06247129576535931,False
2026-01-26/2026-02-01,value: 274,897,35,862,0.03901895206243032,0.9822266095010779,0.028187821427946944,0.05378160626398139,False
2026-01-26/2026-02-01,value: 345,869,29,840,0.0333716915995397,0.840067755809684,0.023334535117951083,0.04751619979586569,False
2026-01-26/2026-02-01,value: 318,868,38,830,0.04377880184331797,1.1020466165718807,0.03205974785787452,0.0595182082176401,False
2026-01-26/2026-02-01,value: 290,857,33,824,0.038506417736289385,0.9693245496863281,0.02754823361099268,0.05358338255950766,False
2026-01-26/2026-02-01,value: 278,822,34,788,0.0413625304136253,1.0412216592479622,0.029748411830805857,0.057243416992227694,False
2026-01-26/2026-02-01,value: 304,852,31,821,0.036384976525821594,0.9159213725820413,0.02574968229916944,0.05118215845486496,False
2026-01-26/2026-02-01,value: 252,838,29,809,0.034606205250596656,0.871144247969708,0.024201549215778523,0.049258195695484966,False
2026-01-26/2026-02-01,value: 334,849,31,818,0.03651354534746761,0.9191578438632501,0.025841085553244048,0.05136137469269597,False
2026-01-26/2026-02-01,value: 317,848,38,810,0.04481132075471698,1.1280382820570667,0.03281985714592057,0.060908216304775505,False
2026-01-26/2026-02-01,value: 298,851,28,823,0.03290246768507638,0.8282559517955036,0.02286077341667519,0.047142217434106744,False
2026-01-26/2026-02-01,value: 330,887,28,859,0.03156708004509583,0.7946401521735891,0.021929176154570504,0.04524490766042494,False
2026-01-26/2026-02-01,value: 263,883,40,843,0.045300113250283124,1.1403426872317965,0.03344171494642547,0.06109768438678229,False
2026-02-02/2026-02-08,[other: 80 pooled levels],66206,2490,63716,0.037609884300516566,0.9467560553937461,0.03618731344638626,0.03908611039832119,False
2026-02-02/2026-02-08,value: 292,836,30,806,0.03588516746411483,0.9033396466737528,0.025250448399392146,0.05076563552952027,False
2026-02-02/2026-02-08,value: 265,781,34,747,0.04353393085787452,1.0958824633826183,0.03131838728178246,0.0602178816210395,False
2026-02-02/2026-02-08,value: 332,859,34,825,0.03958090803259604,0.9963727635644063,0.028460881389826897,0.05480060087469581,False
2026-02-02/2026-02-08,value: 348,874,34,840,0.038901601830663615,0.9792725445100973,0.02797011344447329,0.053868649237352025,False
2026-02-02/2026-02-08,value: 279,847,30,817,0.03541912632821724,0.8916079629507171,0.024921055644809703,0.050112263616785016,False
2026-02-02/2026-02-08,value: 291,836,35,801,0.041866028708133975,1.0538962544527117,0.03025496377980854,0.05766812937682409,False
2026-02-02/2026-02-08,value: 295,830,46,784,0.05542168674698795,1.3951337129512384,0.04180557884482465,0.07313408721140999,False
2026-02-02/2026-02-08,value: 276,833,27,806,0.03241296518607443,0.8159336736582612,0.0223703056146866,0.04674847215500744,False
2026-02-02/2026-02-08,value: 274,874,29,845,0.03318077803203661,0.8352618761997888,0.02320047870535349,0.04724670534969547,False
2026-02-02/2026-02-08,value: 345,876,28,848,0.0319634703196347,0.8046185102488281,0.02220567352671312,0.045808237639627374,False
2026-02-02/2026-02-08,value: 318,817,35,782,0.042839657282741736,1.078405469672542,0.0309622034475509,0.058996043698959465,False
2026-02-02/2026-02-08,value: 290,842,33,809,0.039192399049881234,0.9865928017591248,0.028041357042401363,0.05452903258838107,False
2026-02-02/2026-02-08,value: 278,800,32,768,0.04,1.0069225928256764,0.02847453376055327,0.05592203234866869,False
2026-02-02/2026-02-08,value: 304,825,31,794,0.037575757575757575,0.9458969811392718,0.026596356010794804,0.05284158488851271,False
2026-02-02/2026-02-08,value: 252,870,35,835,0.040229885057471264,1.0127095042786975,0.029066853783357986,0.055435269657143425,False
2026-02-02/2026-02-08,value: 334,843,36,807,0.042704626334519574,1.0750063268601528,0.031004112767967794,0.05855392437195974,False
2026-02-02/2026-02-08,value: 317,858,21,837,0.024475524475524476,0.6161239641415852,0.016063383804504415,0.037126745715861845,False
2026-02-02/2026-02-08,value: 298,828,39,789,0.04710144927536232,1.1856878357548726,0.03464493969890547,0.06374094616054807,False
2026-02-02/2026-02-08,value: 330,860,31,829,0.03604651162790698,0.9074011737673248,0.02550907208138594,0.050710306079254884,False
2026-02-02/2026-02-08,value: 263,865,43,822,0.04971098265895954,1.2513777887717945,0.03711325627642123,0.0662904866142999,False
2026-02-09/2026-02-15,[other: 80 pooled levels],66210,2612,63598,0.039450234103609726,0.9930833002796657,0.037993995064400786,0.040959911605882963,False
2026-02-09/2026-02-15,value: 292,878,40,838,0.04555808656036447,1.14683666608847,0.033633160793271916,0.0614422725310097,False
2026-02-09/2026-02-15,value: 265,835,24,811,0.02874251497005988,0.7235371924495878,0.01938976478061554,0.042411494891953234,False
2026-02-09/2026-02-15,value: 332,882,31,851,0.035147392290249435,0.8847675843989787,0.024869999684491724,0.04945645926037156,False
2026-02-09/2026-02-15,value: 348,851,27,824,0.03172737955346651,0.7986753820885212,0.021895187684255718,0.045768188049169684,False
2026-02-09/2026-02-15,value: 279,907,40,867,0.044101433296582136,1.1101682390580776,0.03255230813840633,0.059496047817247336,False
