period,bucket,rows,positives,negatives,positive_rate,lift,positive_rate_low_iid,positive_rate_high_iid,low_support
2025-12-29/2026-01-04,value: 1,2164,198,1966,0.09149722735674677,2.303265635160397,0.08006281184525507,0.10437939318490794,False
2025-12-29/2026-01-04,value: 2,14382,694,13688,0.04825476289806703,1.2147202743377477,0.04487135787856507,0.051879427454696425,False
2025-12-29/2026-01-04,value: 3,22525,657,21868,0.029167591564927858,0.7342376731259372,0.027049049136927183,0.03144670002218996,False
2025-12-29/2026-01-04,value: 4,7842,156,7686,0.019892884468247895,0.5007648701887449,0.017029340449947566,0.023226565876786714,False
2025-12-29/2026-01-04,value: 5,584,8,576,0.0136986301369863,0.3448365043923549,0.006957295824538591,0.026795782531825255,True
2025-12-29/2026-01-04,value: 6,8,0,8,0.0,0.0,0.0,0.32440756488388023,True
2026-01-05/2026-01-11,value: 1,3674,314,3360,0.085465432770822,2.1514268790641156,0.07685265078041248,0.0949441669712954,False
2026-01-05/2026-01-11,value: 2,25280,1315,23965,0.05201740506329114,1.3094375094598145,0.04934745676870737,0.05482348035373824,False
2026-01-05/2026-01-11,value: 3,39525,1179,38346,0.0298292220113852,0.7508929392419181,0.028197279661462352,0.031552547848184,False
2026-01-05/2026-01-11,value: 4,14032,269,13763,0.019170467502850626,0.48257942109126806,0.017029734836422873,0.021574395910592563,False
2026-01-05/2026-01-11,value: 5,1003,5,998,0.004985044865403789,0.1254888575306177,0.0021311366202968205,0.011616269884900655,True
2026-01-05/2026-01-11,value: 6,16,0,16,0.0,0.0,0.0,0.1936076805344365,True
2026-01-12/2026-01-18,value: 1,3661,323,3338,0.08822726031139033,2.220950542766276,0.07946614911882582,0.09785160558421285,False
2026-01-12/2026-01-18,value: 2,24809,1304,23505,0.05256157039783949,1.3231358186995466,0.049853338139688626,0.05540834513650112,False
2026-01-12/2026-01-18,value: 3,38721,1119,37602,0.02889904702874409,0.727477584109354,0.02727662148937388,0.03061493789130502,False
2026-01-12/2026-01-18,value: 4,13648,251,13397,0.018390973036342323,0.46295715635852286,0.016268576017883694,0.020784407665417226,False
2026-01-12/2026-01-18,value: 5,1070,16,1054,0.014953271028037384,0.37641966086941175,0.009224966194292304,0.024151896401472674,False
2026-01-12/2026-01-18,value: 6,11,0,11,0.0,0.0,0.0,0.2588329669680317,True
2026-01-19/2026-01-25,value: 1,3743,298,3445,0.07961528185947102,2.00416065096214,0.07136798330757207,0.08872458143347578,False
2026-01-19/2026-01-25,value: 2,25459,1327,24132,0.05212302132841039,1.3120961945477756,0.049459611139998784,0.05492156969243261,False
2026-01-19/2026-01-25,value: 3,39820,1225,38595,0.030763435459568056,0.7744099549293405,0.029112161176360396,0.03250523606438685,False
2026-01-19/2026-01-25,value: 4,13860,301,13559,0.021717171717171718,0.5466877713573749,0.019419804290101487,0.02427958888459723,False
2026-01-19/2026-01-25,value: 5,1075,13,1062,0.012093023255813953,0.30441845829613473,0.007080701192050824,0.020579951424427683,False
2026-01-19/2026-01-25,value: 6,18,0,18,0.0,0.0,0.0,0.17587922364665765,True
2026-01-26/2026-02-01,value: 1,3745,313,3432,0.0835781041388518,2.1039170330736763,0.0751353632240092,0.09287426474751588,False
2026-01-26/2026-02-01,value: 2,25560,1377,24183,0.053873239436619716,1.3561545484359903,0.051171911847544944,0.05670864527698349,False
2026-01-26/2026-02-01,value: 3,39246,1228,38018,0.031289812974570654,0.7876604902346294,0.0296127013982809,0.03305867171800182,False
2026-01-26/2026-02-01,value: 4,13853,271,13582,0.019562549628239372,0.49244932984869405,0.017386005140514908,0.0220054723792942,False
2026-01-26/2026-02-01,value: 5,1078,17,1061,0.015769944341372914,0.3969778311232955,0.009868998995828285,0.025109748132188768,False
2026-01-26/2026-02-01,value: 6,18,0,18,0.0,0.0,0.0,0.17587922364665765,True
2026-02-02/2026-02-08,value: 1,3640,304,3336,0.08351648351648351,2.102365853152511,0.07496192560778228,0.09294918296682422,False
2026-02-02/2026-02-08,value: 2,25402,1346,24056,0.052987953704432725,1.3338691933148576,0.05030018373109883,0.05581090348442501,False
2026-02-02/2026-02-08,value: 3,39345,1226,38119,0.031160249078663108,0.7843989698845338,0.029488653941166936,0.03292338584889343,False
2026-02-02/2026-02-08,value: 4,13585,265,13320,0.01950680898049319,0.4910461669098348,0.017313412595909423,0.021971868672433777,False
2026-02-02/2026-02-08,value: 5,1076,12,1064,0.011152416356877323,0.28074049985845995,0.006391016300689085,0.019391897101339456,False
2026-02-02/2026-02-08,value: 6,12,0,12,0.0,0.0,2.7755575615628914e-17,0.24249400665524085,True
2026-02-09/2026-02-15,value: 1,3627,323,3304,0.08905431486076647,2.2417700405479284,0.08021448326184015,0.09876371399378008,False
2026-02-09/2026-02-15,value: 2,25187,1387,23800,0.055068090681700876,1.386232616279443,0.052318186978705356,0.05795369351252848,False
2026-02-09/2026-02-15,value: 3,39451,1232,38219,0.031228612709437022,0.78611989199338,0.029557379796866953,0.03299112800530982,False
2026-02-09/2026-02-15,value: 4,13906,310,13596,0.02229253559614555,0.561171443578239,0.019967502746152724,0.024881423869405176,False
2026-02-09/2026-02-15,value: 5,1079,12,1067,0.011121408711770158,0.27995994239824185,0.006373216036948773,0.01933826609545483,False
2026-02-09/2026-02-15,value: 6,15,1,14,0.06666666666666667,1.6782043213761273,0.011866895493268553,0.2981652987378003,True
2026-02-16/2026-02-22,value: 1,3727,348,3379,0.09337268580627851,2.35047667227888,0.08444581035258505,0.10313692843308062,False
2026-02-16/2026-02-22,value: 2,25182,1434,23748,0.0569454372170598,1.4334911823048406,0.05415022870343955,0.05987579911525401,False
