period,bucket,rows,positives,negatives,positive_rate,lift,positive_rate_low_iid,positive_rate_high_iid,low_support
2025-12-29/2026-01-04,value: 4,11941,440,11501,0.036847835189682605,0.9275729437302103,0.033615100835222615,0.040378468846526426,False
2025-12-29/2026-01-04,value: 3,11895,434,11461,0.036485918453131566,0.9184623902613358,0.03326334432193814,0.040007777226991476,False
2025-12-29/2026-01-04,value: 1,11900,433,11467,0.03638655462184874,0.9159610980956259,0.03316906967676848,0.03990326263123161,False
2025-12-29/2026-01-04,value: 2,11769,406,11363,0.03449740844591724,0.8684054989532345,0.03134911924040641,0.03794948311267567,False
2026-01-05/2026-01-11,value: 4,20937,771,20166,0.03682475999426852,0.9269920703403025,0.0343575279427613,0.039461924912584934,False
2026-01-05/2026-01-11,value: 3,20990,769,20221,0.03663649356836589,0.922252827397505,0.034178576231984066,0.03926398366564152,False
2026-01-05/2026-01-11,value: 1,20673,777,19896,0.0375852561311856,0.946136088890764,0.03507737958617531,0.040264952651716965,False
2026-01-05/2026-01-11,value: 2,20930,765,20165,0.036550406115623504,0.920085742369377,0.03409197827880075,0.03917892433302705,False
2026-01-12/2026-01-18,value: 4,20371,706,19665,0.03465711059839969,0.8724256915896711,0.03223178649877359,0.03725790556495273,False
2026-01-12/2026-01-18,value: 3,20424,747,19677,0.036574618096357224,0.9206952321298231,0.034086129049890806,0.03923740157570692,False
2026-01-12/2026-01-18,value: 1,20804,791,20013,0.038021534320323014,0.9571185480257524,0.035506867687512926,0.04070677811323576,False
2026-01-12/2026-01-18,value: 2,20321,769,19552,0.03784262585502682,0.9526148736318896,0.0353052197698484,0.0405547303283875,False
2026-01-19/2026-01-25,value: 4,21066,776,20290,0.036836608753441566,0.9272903399230098,0.03437629472703902,0.03946581091298019,False
2026-01-19/2026-01-25,value: 3,21059,802,20257,0.03808347974737642,0.9586779042763101,0.03558155393169174,0.0407538950135104,False
2026-01-19/2026-01-25,value: 1,20942,788,20154,0.037627733740807946,0.9472053805112132,0.03513407644151184,0.04029098881197277,False
2026-01-19/2026-01-25,value: 2,20908,798,20110,0.03816720872393342,0.9607856192305454,0.035653810490092336,0.04085028227338236,False
2026-01-26/2026-02-01,value: 4,20713,798,19915,0.03852652923284894,0.9698308176928618,0.03598989600405036,0.041234301613174894,False
2026-01-26/2026-02-01,value: 3,20882,802,20080,0.03840628292309166,0.9668038495428988,0.03588353192116198,0.04109883251891932,False
2026-01-26/2026-02-01,value: 1,20854,833,20021,0.03994437517982162,1.0055223456216895,0.037370155994742686,0.04268805434871186,False
2026-01-26/2026-02-01,value: 2,21051,773,20278,0.03672034582680158,0.9243636457344638,0.03426306795771408,0.039346674573565124,False
2026-02-02/2026-02-08,value: 4,20905,809,20096,0.03869887586701746,0.9741693106864054,0.03616791499321591,0.041399341041264054,False
