period,bucket,rows,positives,negatives,positive_rate,lift,positive_rate_low_iid,positive_rate_high_iid,low_support
2025-12-29/2026-01-04,[other: 380 pooled levels],45074,1619,43455,0.03591871145227848,0.9041840516621391,0.034239960454432346,0.037676558924211075,False
2025-12-29/2026-01-04,value: 1161,138,6,132,0.043478260869565216,1.094481079158344,0.020076496618175392,0.09160776658952166,True
2025-12-29/2026-01-04,value: 1122,135,8,127,0.05925925925925926,1.4917371745565577,0.03033036094206136,0.11257694491042357,True
2025-12-29/2026-01-04,value: 1272,124,4,120,0.03225806451612903,0.8120343490529649,0.012614619069790334,0.08001150495858558,True
2025-12-29/2026-01-04,value: 1062,135,5,130,0.037037037037037035,0.9323357340978485,0.015921913773667362,0.08377063439070755,True
2025-12-29/2026-01-04,value: 1295,124,2,122,0.016129032258064516,0.40601717452648245,0.004434364460542482,0.056903005223984324,True
2025-12-29/2026-01-04,value: 1264,117,6,111,0.05128205128205128,1.2909264010585595,0.023712378528816566,0.10738053424543133,True
2025-12-29/2026-01-04,value: 1072,118,3,115,0.025423728813559324,0.6399931734061504,0.008683514404083097,0.07208914636303015,True
2025-12-29/2026-01-04,value: 1330,116,4,112,0.034482758620689655,0.8680367179531693,0.013489827564938467,0.08531954055541482,True
2025-12-29/2026-01-04,value: 1325,126,3,123,0.023809523809523808,0.5993586862057597,0.008129952024257238,0.0676660141492651,True
2025-12-29/2026-01-04,value: 1004,113,6,107,0.05309734513274336,1.3366229108305439,0.02455959042166317,0.11102121266471868,True
2025-12-29/2026-01-04,value: 1044,131,9,122,0.06870229007633588,1.7294472014181466,0.0365625456507617,0.1254162627344092,True
2025-12-29/2026-01-04,value: 1010,134,0,134,0.0,0.0,0.0,0.027868675023899322,True
2025-12-29/2026-01-04,value: 1085,105,1,104,0.009523809523809525,0.23974347448230393,0.0016831692328561944,0.0519862586118897,True
2025-12-29/2026-01-04,value: 1393,103,2,101,0.019417475728155338,0.4887973751580953,0.0053412252741783794,0.06805218312034753,True
2025-12-29/2026-01-04,value: 1381,102,3,99,0.029411764705882353,0.7403842594306445,0.0100524482029039,0.08293057499376733,True
2025-12-29/2026-01-04,value: 1168,112,11,101,0.09821428571428571,2.472354580598759,0.055729756900236314,0.16734632556427215,True
2025-12-29/2026-01-04,value: 1115,134,2,132,0.014925373134328358,0.3757173853827151,0.0041026643692217285,0.05278485617635224,True
2025-12-29/2026-01-04,value: 1175,120,9,111,0.075,1.8879798615481433,0.03995711539596028,0.1364091760599377,True
2025-12-29/2026-01-04,value: 1052,122,7,115,0.05737704918032787,1.4443561782335523,0.02806844241353642,0.11370883025870449,True
2025-12-29/2026-01-04,value: 1033,122,3,119,0.02459016393442623,0.6190097906715224,0.00839762036022058,0.06980759843589,True
2026-01-05/2026-01-11,[other: 380 pooled levels],79102,2930,76172,0.03704078278678162,0.9324300260989709,0.03574697572743804,0.03837955337184691,False
2026-01-05/2026-01-11,value: 1161,203,7,196,0.034482758620689655,0.8680367179531693,0.01680199569823165,0.06945469056968168,True
2026-01-05/2026-01-11,value: 1122,218,6,212,0.027522935779816515,0.6928366464396857,0.0126737475449301,0.058735171711673625,True
2026-01-05/2026-01-11,value: 1272,230,5,225,0.021739130434782608,0.547240539579172,0.009320557477934803,0.04987107984120943,True
2026-01-05/2026-01-11,value: 1062,253,8,245,0.03162055335968379,0.7959862393878865,0.01610802261011401,0.06114375329786283,True
2026-01-05/2026-01-11,value: 1295,214,6,208,0.028037383177570093,0.705786864130147,0.012911790036492229,0.05980833820013179,True
2026-01-05/2026-01-11,value: 1264,231,7,224,0.030303030303030304,0.7628201460800579,0.01475480085778581,0.061217554748795616,True
2026-01-05/2026-01-11,value: 1072,210,11,199,0.05238095238095238,1.3185891096526716,0.029497200126336394,0.09134680722006955,False
2026-01-05/2026-01-11,value: 1330,213,7,206,0.03286384976525822,0.8272838203966826,0.016008716980555837,0.06627010053767163,True
2026-01-05/2026-01-11,value: 1325,218,8,210,0.03669724770642202,0.9237821952529142,0.018710261500564394,0.07072955252775576,True
2026-01-05/2026-01-11,value: 1004,227,6,221,0.02643171806167401,0.6653673520874515,0.012168965966887806,0.05645587682185475,True
2026-01-05/2026-01-11,value: 1044,224,9,215,0.04017857142857143,1.0114177829722197,0.021279692111532543,0.07458283849964495,True
2026-01-05/2026-01-11,value: 1010,208,7,201,0.03365384615384615,0.8471704506946797,0.016395766201128762,0.06782504175599266,True
2026-01-05/2026-01-11,value: 1085,206,10,196,0.04854368932038835,1.2219934378952384,0.0265786720580474,0.08703785994036115,False
2026-01-05/2026-01-11,value: 1393,230,6,224,0.02608695652173913,0.6566886474950063,0.012009524103153642,0.05573491651308926,True
2026-01-05/2026-01-11,value: 1381,231,7,224,0.030303030303030304,0.7628201460800579,0.01475480085778581,0.061217554748795616,True
2026-01-05/2026-01-11,value: 1168,207,6,201,0.028985507246376812,0.7296540527722293,0.013350613023979937,0.06178384539468512,True
2026-01-05/2026-01-11,value: 1115,217,7,210,0.03225806451612903,0.8120343490529649,0.015711991438954947,0.06507654761511816,True
2026-01-05/2026-01-11,value: 1175,236,5,231,0.0211864406779661,0.5333276445051253,0.009082722337646662,0.048628145869847116,True
2026-01-05/2026-01-11,value: 1052,229,8,221,0.034934497816593885,0.8794083780136912,0.017806190303379075,0.06740826815770443,True
2026-01-05/2026-01-11,value: 1033,223,16,207,0.07174887892376682,1.8061391799563702,0.044643401947999754,0.1133588389431808,False
2026-01-12/2026-01-18,[other: 380 pooled levels],77678,2859,74819,0.036805787996601357,0.9265144870132499,0.035504448611055124,0.0381529383839977,False
2026-01-12/2026-01-18,value: 1161,218,9,209,0.04128440366972477,1.0392549696595286,0.021869424188763833,0.07658583722541454,True
2026-01-12/2026-01-18,value: 1122,212,4,208,0.018867924528301886,0.4749634871819228,0.007361224223275686,0.04750061226260155,True
2026-01-12/2026-01-18,value: 1272,225,8,217,0.035555555555555556,0.8950423047339346,0.0181246534039472,0.06857929841905115,True
2026-01-12/2026-01-18,value: 1062,215,8,207,0.037209302325581395,0.9366721793727223,0.0189729839852162,0.07169292058157364,True
2026-01-12/2026-01-18,value: 1295,223,10,213,0.04484304932735426,1.1288369874727313,0.024537454623058834,0.08056440349688698,False
2026-01-12/2026-01-18,value: 1264,203,5,198,0.024630541871921183,0.6200262271094067,0.01056554697156013,0.05635265646604448,True
2026-01-12/2026-01-18,value: 1072,232,9,223,0.03879310344827586,0.9765413076973155,0.020541143542267378,0.0720696252763727,True
2026-01-12/2026-01-18,value: 1330,193,4,189,0.02072538860103627,0.521721550686879,0.008088504310272443,0.05206883699190054,True
2026-01-12/2026-01-18,value: 1325,218,7,211,0.03211009174311927,0.8083094208463,0.01563952090682859,0.06478484573563335,True
2026-01-12/2026-01-18,value: 1004,186,8,178,0.043010752688172046,1.0827124654039533,0.021952788751468784,0.08256315283447554,True
2026-01-12/2026-01-18,value: 1044,189,10,179,0.05291005291005291,1.331908191568355,0.028990353541727513,0.09464207989086826,True
2026-01-12/2026-01-18,value: 1010,200,5,195,0.025,0.6293266205160478,0.010724719651761264,0.05717834040664198,True
2026-01-12/2026-01-18,value: 1085,244,12,232,0.04918032786885246,1.2380195813430448,0.028353940691411814,0.08398182005326886,False
2026-01-12/2026-01-18,value: 1393,218,10,208,0.045871559633027525,1.1547277440661428,0.02510451175434196,0.08236619704569463,False
2026-01-12/2026-01-18,value: 1381,219,6,213,0.0273972602739726,0.6896730087847098,0.01261560209541606,0.05847286997135812,True
2026-01-12/2026-01-18,value: 1168,196,7,189,0.03571428571428571,0.8990380293086396,0.01740575212109408,0.07187231323121207,True
2026-01-12/2026-01-18,value: 1115,220,4,216,0.01818181818181818,0.4576920876480347,0.0070927016399128864,0.04580839578449052,True
2026-01-12/2026-01-18,value: 1175,206,9,197,0.043689320388349516,1.0997940941057145,0.023152710959694005,0.08093281600643937,True
2026-01-12/2026-01-18,value: 1052,205,7,198,0.03414634146341464,0.8595680670463092,0.016637111911388617,0.06879352490489765,True
2026-01-12/2026-01-18,value: 1033,220,12,208,0.05454545454545454,1.3730762629441042,0.03147425933660221,0.0929060005463368,False
2026-01-19/2026-01-25,[other: 380 pooled levels],79591,2991,76600,0.03757962583709213,0.9459943571325897,0.03628056808858441,0.03892331886076692,False
2026-01-19/2026-01-25,value: 1161,224,7,217,0.03125,0.7866582756450597,0.015218359315431907,0.06308810392897234,True
2026-01-19/2026-01-25,value: 1122,211,7,204,0.03317535545023697,0.8351253731966511,0.01616132280611112,0.06688344387267289,True
2026-01-19/2026-01-25,value: 1272,211,8,203,0.037914691943127965,0.9544289979390299,0.019334977304000224,0.07301897956078598,True
2026-01-19/2026-01-25,value: 1062,221,9,212,0.04072398190045249,1.0251474361347386,0.02157052786731122,0.07557107108536318,True
2026-01-19/2026-01-25,value: 1295,231,13,218,0.05627705627705628,1.4166659855772505,0.033180140417494425,0.09389051810485208,False
2026-01-19/2026-01-25,value: 1264,223,8,215,0.03587443946188341,0.9030695899781851,0.018288195489687832,0.06918020170651307,True
2026-01-19/2026-01-25,value: 1072,203,7,196,0.034482758620689655,0.8680367179531693,0.01680199569823165,0.06945469056968168,True
2026-01-19/2026-01-25,value: 1330,256,7,249,0.02734375,0.6883259911894273,0.013307156355121155,0.05535570792246043,True
2026-01-19/2026-01-25,value: 1325,223,8,215,0.03587443946188341,0.9030695899781851,0.018288195489687832,0.06918020170651307,True
2026-01-19/2026-01-25,value: 1004,208,5,203,0.02403846153846154,0.6051217504961999,0.01031050544183303,0.05502825731852802,True
2026-01-19/2026-01-25,value: 1044,200,14,186,0.07,1.7621145374449338,0.042152171828342806,0.11405480885610647,False
2026-01-19/2026-01-25,value: 1010,216,8,208,0.037037037037037035,0.9323357340978485,0.018884593810481475,0.07136889580485585,True
2026-01-19/2026-01-25,value: 1085,210,10,200,0.047619047619047616,1.1987173724115194,0.026068416466700974,0.0854228675536029,False
2026-01-19/2026-01-25,value: 1393,206,10,196,0.04854368932038835,1.2219934378952384,0.0265786720580474,0.08703785994036115,False
2026-01-19/2026-01-25,value: 1381,225,8,217,0.035555555555555556,0.8950423047339346,0.0181246534039472,0.06857929841905115,True
2026-01-19/2026-01-25,value: 1168,212,14,198,0.0660377358490566,1.66237220513673,0.0397413721156253,0.10778106863634239,False
2026-01-19/2026-01-25,value: 1115,214,9,205,0.04205607476635514,1.0586802961952204,0.022281081404287906,0.07798201332035717,True
2026-01-19/2026-01-25,value: 1175,242,6,236,0.024793388429752067,0.624125574065502,0.011411458103998854,0.053026244538532996,True
2026-01-19/2026-01-25,value: 1052,223,7,216,0.03139013452914798,0.790185891230912,0.015286970531060262,0.06336469620326819,True
2026-01-19/2026-01-25,value: 1033,225,8,217,0.035555555555555556,0.8950423047339346,0.0181246534039472,0.06857929841905115,True
2026-01-26/2026-02-01,[other: 380 pooled levels],79198,3053,76145,0.03854895325639536,0.9703952990911355,0.03723039001827099,0.0399122792212741,False
2026-01-26/2026-02-01,value: 1161,211,7,204,0.03317535545023697,0.8351253731966511,0.01616132280611112,0.06688344387267289,True
2026-01-26/2026-02-01,value: 1122,228,10,218,0.043859649122807015,1.1040817903790312,0.02399545071370265,0.07883973218226539,False
2026-01-26/2026-02-01,value: 1272,217,5,212,0.02304147465437788,0.580024535037832,0.009881167688609183,0.05279483026308114,True
2026-01-26/2026-02-01,value: 1062,209,5,204,0.023923444976076555,0.6022264311158352,0.010260967614128726,0.05477081189624715,True
2026-01-26/2026-02-01,value: 1295,202,6,196,0.0297029702970297,0.74771479665273,0.013682774959062366,0.0632767399581605,True
2026-01-26/2026-02-01,value: 1264,230,9,221,0.0391304347826087,0.9850329712425097,0.020720932217296636,0.07268191829024236,True
2026-01-26/2026-02-01,value: 1072,214,7,207,0.03271028037383177,0.8234180081518381,0.015933489786731998,0.06596762727923236,True
2026-01-26/2026-02-01,value: 1330,208,11,197,0.052884615384615384,1.3312678510916396,0.029783280856320114,0.09220161749432207,False
2026-01-26/2026-02-01,value: 1325,199,8,191,0.04020100502512563,1.0119825053524387,0.020508874081002593,0.07730869702133004,True
2026-01-26/2026-02-01,value: 1004,214,6,208,0.028037383177570093,0.705786864130147,0.012911790036492229,0.05980833820013179,True
2026-01-26/2026-02-01,value: 1044,237,8,229,0.03375527426160337,0.8497237070258872,0.01720169949626138,0.06518220117370609,True
2026-01-26/2026-02-01,value: 1010,206,9,197,0.043689320388349516,1.0997940941057145,0.023152710959694005,0.08093281600643937,True
2026-01-26/2026-02-01,value: 1085,210,11,199,0.05238095238095238,1.3185891096526716,0.029497200126336394,0.09134680722006955,False
2026-01-26/2026-02-01,value: 1393,198,7,191,0.03535353535353535,0.8899568370934009,0.017228867488134375,0.07116456231036697,True
2026-01-26/2026-02-01,value: 1381,207,9,198,0.043478260869565216,1.094481079158344,0.023040045682807743,0.080551814015283,True
2026-01-26/2026-02-01,value: 1168,234,7,227,0.029914529914529916,0.7530404006174931,0.014564666864974578,0.060449415663608425,True
2026-01-26/2026-02-01,value: 1115,207,11,196,0.05314009661835749,1.3376990967490872,0.029928412522015925,0.09263504802902528,False
2026-01-26/2026-02-01,value: 1175,196,1,195,0.00510204081632653,0.1284340041869485,0.0009012039505642017,0.028329261315080803,True
2026-01-26/2026-02-01,value: 1052,251,10,241,0.0398406374501992,1.0029109490295582,0.02178220851312219,0.07177187382113771,False
2026-01-26/2026-02-01,value: 1033,224,6,218,0.026785714285714284,0.6742785219814798,0.012332698500849157,0.05719573106016845,True
2026-02-02/2026-02-08,[other: 380 pooled levels],78627,2990,75637,0.03802764953514696,0.9572724867249076,0.036713178440840835,0.039387259349265444,False
2026-02-02/2026-02-08,value: 1161,220,8,212,0.03636363636363636,0.9153841752960694,0.018539118594757906,0.0701015600589133,True
2026-02-02/2026-02-08,value: 1122,245,9,236,0.036734693877551024,0.9247248301460295,0.019444509267462048,0.06832807864535945,True
2026-02-02/2026-02-08,value: 1272,208,10,198,0.04807692307692308,1.2102435009923997,0.026321071341319995,0.08622280441094202,False
2026-02-02/2026-02-08,value: 1062,190,6,184,0.031578947368421054,0.7949388890729024,0.014551684237534043,0.06717210651946641,True
2026-02-02/2026-02-08,value: 1295,243,11,232,0.04526748971193416,1.1395214527862594,0.025461834125994218,0.07922665274389332,False
2026-02-02/2026-02-08,value: 1264,210,8,202,0.0380952380952381,0.9589738979292157,0.019427644418100295,0.07335819294999946,True
2026-02-02/2026-02-08,value: 1072,237,16,221,0.06751054852320675,1.6994474140517744,0.04197898538975003,0.10683866002809306,False
