period,bucket,rows,positives,negatives,positive_rate,lift,positive_rate_low_iid,positive_rate_high_iid,low_support
2025-12-29/2026-01-04,value: annually,11940,421,11519,0.03525963149078727,0.8875929890695348,0.032098073944045034,0.038720134899143215,False
2025-12-29/2026-01-04,value: quarterly,11833,434,11399,0.036677089495478744,0.923274751302171,0.03343790939339101,0.04021699777536276,False
2025-12-29/2026-01-04,value: daily,11844,419,11425,0.03537656197230665,0.890536487660331,0.03219746965471518,0.038856946607239845,False
2025-12-29/2026-01-04,value: monthly,11888,439,11449,0.03692799461641992,0.9295908021754542,0.03368482087733259,0.04047034355824724,False
2026-01-05/2026-01-11,value: annually,20882,857,20025,0.04104013025572263,1.0331058591748932,0.03843276026310322,0.043816329973823766,False
2026-01-05/2026-01-11,value: quarterly,21004,773,20231,0.03680251380689392,0.9264320656235095,0.03433983185672273,0.039434594795281185,False
2026-01-05/2026-01-11,value: daily,20786,717,20069,0.03449437121139228,0.8683290424516621,0.03209819589097478,0.03706257484740178,False
2026-01-05/2026-01-11,value: monthly,20858,735,20123,0.035238277878991274,0.8870554532156393,0.03282038442962966,0.037827331963475805,False
2026-01-12/2026-01-18,value: annually,20575,747,19828,0.03630619684082625,0.9139382464651037,0.03383566185303402,0.03894984756536307,False
2026-01-12/2026-01-18,value: quarterly,20546,760,19786,0.036990168402608783,0.9311559069253311,0.03449477833672943,0.03965866279196644,False
2026-01-12/2026-01-18,value: daily,20220,751,19469,0.03714144411473788,0.9349639802325457,0.034621565265431614,0.039837160189218165,False
2026-01-12/2026-01-18,value: monthly,20579,755,19824,0.0366878857087322,0.9235465250782177,0.03420463263578775,0.03934407840342318,False
2026-01-19/2026-01-25,value: annually,20994,798,20196,0.03801086024578451,0.9568498488554942,0.03550757459863917,0.040683183482765374,False
2026-01-19/2026-01-25,value: quarterly,21130,829,20301,0.03923331755797444,0.987622846015719,0.03669817849277303,0.04193596201872807,False
2026-01-19/2026-01-25,value: daily,21139,792,20347,0.0374662945267042,0.9431414607099861,0.03498921993737504,0.04011144531205642,False
2026-01-19/2026-01-25,value: monthly,20712,745,19967,0.03596948628814214,0.9054622098965924,0.0335183078326207,0.03859276049111492,False
2026-01-26/2026-02-01,value: annually,20874,857,20017,0.04105585896330363,1.0335017989503745,0.038447509038918,0.04383309751750941,False
2026-01-26/2026-02-01,value: quarterly,21014,831,20183,0.03954506519463215,0.9954704894809854,0.036993133881037796,0.04226531242918401,False
2026-01-26/2026-02-01,value: daily,20707,755,19952,0.03646110011107355,0.9178376365279685,0.03399293624363027,0.03910121890359834,False
2026-01-26/2026-02-01,value: monthly,20905,763,20142,0.03649844534800287,0.9187777305979323,0.03404034572655003,0.039126857814290275,False
2026-02-02/2026-02-08,value: annually,21153,765,20388,0.036165082966955045,0.910385977771052,0.03373213516991036,0.03876646826322197,False
2026-02-02/2026-02-08,value: quarterly,20891,790,20101,0.03781532717438131,0.9519276821744822,0.03531252689948779,0.04048807019726981,False
2026-02-02/2026-02-08,value: daily,20513,767,19746,0.037390922829425244,0.9412441240887411,0.03488011716391567,0.040074961175374145,False
2026-02-02/2026-02-08,value: monthly,20503,831,19672,0.04053065405062674,1.0202807816394395,0.037916332705107615,0.04331711624732278,False
2026-02-09/2026-02-15,value: annually,21029,824,20205,0.039183984022064765,0.9863809697184333,0.036644551004246524,0.04189174481934745,False
2026-02-09/2026-02-15,value: quarterly,20683,814,19869,0.03935599284436494,0.9907109589519179,0.036790507195320295,0.042092557774701535,False
2026-02-09/2026-02-15,value: daily,20732,803,19929,0.03873239436619718,0.9750130740389472,0.03619014394613243,0.04144555084916576,False
2026-02-09/2026-02-15,value: monthly,20821,824,19997,0.039575428653763026,0.9962348308058658,0.037011098566902004,0.04230962337410611,False
2026-02-16/2026-02-22,value: annually,20983,904,20079,0.04308249535338131,1.0845184481656716,0.0404178347174394,0.045914425540770326,False
2026-02-16/2026-02-22,value: quarterly,20666,808,19858,0.03909803542049744,0.9842173799999354,0.03653991771313034,0.04182746899604248,False
2026-02-16/2026-02-22,value: daily,20713,876,19837,0.042292280210495824,1.0646263111515626,0.03963531518765295,0.04511898784212201,False
2026-02-16/2026-02-22,value: monthly,20718,832,19886,0.04015831643981079,1.0109079028272068,0.03756906540089722,0.04291806032753276,False
2026-02-23/2026-03-01,value: annually,21182,833,20349,0.03932584269662921,0.9899519873286144,0.036790747694809604,0.042027998403446405,False
2026-02-23/2026-03-01,value: quarterly,21166,898,20268,0.042426533119153356,1.0680058683235583,0.039793142904646535,0.0452259850052966,False
2026-02-23/2026-03-01,value: daily,21409,905,20504,0.04227194170675884,1.0641143286786365,0.03965781114634338,0.0450503048834192,False
2026-02-23/2026-03-01,value: monthly,20748,861,19887,0.04149797570850203,1.044631232435545,0.03886802434301948,0.044297677469294396,False
2026-03-02/2026-03-08,value: annually,20796,896,19900,0.04308520869397961,1.0845867512644332,0.04040887848777983,0.04593031127845381,False
2026-03-02/2026-03-08,value: quarterly,21096,838,20258,0.03972317026924536,0.999953940069109,0.03717034518451519,0.04244359229928728,False
