period,bucket,rows,positives,negatives,positive_rate,lift,positive_rate_low_iid,positive_rate_high_iid,low_support
2025-12-29/2026-01-04,value: 0,23878,849,23029,0.03555574168690845,0.8950469902305461,0.03328066866579845,0.03798022893940373,False
2025-12-29/2026-01-04,value: 1,23627,864,22763,0.036568332839547975,0.9205370129527495,0.03424932447214977,0.03903801325717383,False
2026-01-05/2026-01-11,value: 0,41879,1573,40306,0.037560591227106664,0.94551519766159,0.03578162512800872,0.03942438642967477,False
2026-01-05/2026-01-11,value: 1,41651,1509,40142,0.03622962233799909,0.9120106315418273,0.034477421117612074,0.03806736246554087,False
2026-01-12/2026-01-18,value: 0,41104,1548,39556,0.03766056831451927,0.9480319273636064,0.035862946140408504,0.03954460017714565,False
2026-01-12/2026-01-18,value: 1,40816,1465,39351,0.03589278714229714,0.9035314573265485,0.03413134410842192,0.03774158224236687,False
2026-01-19/2026-01-25,value: 0,41803,1578,40225,0.03774848695069732,0.9502451088910588,0.03596355204461849,0.03961837063980877,False
2026-01-19/2026-01-25,value: 1,42172,1586,40586,0.0376078914919852,0.9467058902954109,0.03583387036846364,0.03946614378588337,False
2026-01-26/2026-02-01,value: 0,41805,1606,40199,0.038416457361559624,0.9670599713419665,0.036616055480684764,0.040301681213552834,False
2026-01-26/2026-02-01,value: 1,41695,1600,40095,0.038373905744094015,0.9659888167172817,0.03657217013746295,0.04026069491910266,False
2026-02-02/2026-02-08,value: 0,41678,1584,40094,0.03800566245981093,0.9567190046522573,0.03621211718013316,0.03988436387275636,False
2026-02-02/2026-02-08,value: 1,41382,1569,39813,0.03791503552269102,0.9544376468896417,0.03611735544810128,0.03979849760871902,False
2026-02-09/2026-02-15,value: 0,41524,1632,39892,0.03930257200655043,0.9893661927388402,0.037475818754053966,0.04121455724492756,False
2026-02-09/2026-02-15,value: 1,41741,1633,40108,0.03912220598452361,0.9848258271749177,0.03730422142566439,0.04102501266775617,False
2026-02-16/2026-02-22,value: 0,41383,1709,39674,0.04129715100403547,1.039575859132422,0.039422268026678566,0.04325718607530638,False
2026-02-16/2026-02-22,value: 1,41697,1711,39986,0.041034127155430845,1.032954742742123,0.03917201236282037,0.04298080132089605,False
2026-02-23/2026-03-01,value: 0,42655,1765,40890,0.04137850193412261,1.0416237113687252,0.03952938161838345,0.04331022062988602,False
2026-02-23/2026-03-01,value: 1,41850,1732,40118,0.04138590203106332,1.0418099944886927,0.03951931021808387,0.04333667952977825,False
2026-03-02/2026-03-08,value: 0,41867,1767,40100,0.04220507798504789,1.0624311638778574,0.04032082203789306,0.044173335126349876,False
2026-03-02/2026-03-08,value: 1,41733,1664,40069,0.03987252294347399,1.0037136046186024,0.038037285893410766,0.04179246025803261,False
2026-03-09/2026-03-15,value: 0,41436,1742,39694,0.042040737522926926,1.0582942107722322,0.04015054320545446,0.04401583716756429,False
2026-03-09/2026-03-15,value: 1,41344,1742,39602,0.042134287925696595,1.0606491611251503,0.040239973711454234,0.04411367900084801,False
2026-03-16/2026-03-22,value: 0,41639,1839,39800,0.044165325776315476,1.1117766085919565,0.04223355072395376,0.04618120028340852,False
2026-03-16/2026-03-22,value: 1,41351,1802,39549,0.04357814804962395,1.0969955456167135,0.04165245569827572,0.04558863462033236,False
2026-03-23/2026-03-29,value: 0,18025,803,17222,0.0445492371705964,1.1214408350055731,0.04163317937075371,0.04765938346517226,False
2026-03-23/2026-03-29,value: 1,18265,853,17412,0.04670134136326307,1.1756158933483467,0.0437355238164937,0.04985779257824332,False
