period,bucket,rows,positives,negatives,positive_rate,lift,positive_rate_low_iid,positive_rate_high_iid,low_support
2025-12-29/2026-01-04,[missing],1881,57,1824,0.030303030303030304,0.7628201460800579,0.023462561670466394,0.03905805950391347,False
2025-12-29/2026-01-04,value: WA,5729,218,5511,0.038052016058648976,0.9578858668004776,0.033399356562441355,0.043323759187418244,False
2025-12-29/2026-01-04,value: FL,5616,205,5411,0.036502849002849,0.9188885840868218,0.03190630429248425,0.04173304333913692,False
2025-12-29/2026-01-04,value: IL,5499,216,5283,0.03927986906710311,0.9887946901725136,0.034458817079694136,0.04474416597591777,False
2025-12-29/2026-01-04,value: NY,5786,200,5586,0.034566194262011754,0.8701370487605223,0.03015942245712899,0.039590580490784316,False
2025-12-29/2026-01-04,value: MN,5785,216,5569,0.03733794295592048,0.9399104582988163,0.03275145011562437,0.042538478261423276,False
2025-12-29/2026-01-04,value: TX,5648,193,5455,0.034171388101983,0.8601985677025299,0.02974118459165617,0.039234822902729206,False
2025-12-29/2026-01-04,value: CA,5788,208,5580,0.0359364201796821,0.9046298346049615,0.03144076033195932,0.041047663566677606,False
2025-12-29/2026-01-04,value: WI,5773,200,5573,0.034644032565390614,0.8720964774170072,0.030227481742227016,0.039679484148980926,False
2026-01-05/2026-01-11,[missing],3315,121,3194,0.036500754147812974,0.9188358501652101,0.030634566404432847,0.04343991466705846,False
2026-01-05/2026-01-11,value: WA,10071,412,9659,0.04090954225002482,1.0298185588426638,0.03721276790723904,0.04495641184654307,False
2026-01-05/2026-01-11,value: FL,10072,343,9729,0.03405480540111199,0.8572638238165384,0.030686613557649768,0.03777828454937495,False
2026-01-05/2026-01-11,value: IL,10043,374,9669,0.03723986856516977,0.9374416253032036,0.0337100700662449,0.0411235442494871,False
2026-01-05/2026-01-11,value: NY,10055,352,9703,0.035007458975634016,0.8812450339995975,0.03158881691261427,0.03878126116431786,False
2026-01-05/2026-01-11,value: MN,10077,366,9711,0.03632033343256922,0.9142941078053924,0.03284066817230534,0.04015338315034847,False
2026-01-05/2026-01-11,value: TX,9948,381,9567,0.03829915560916767,0.964107126725429,0.034702560575155056,0.04225218815045892,False
2026-01-05/2026-01-11,value: CA,10077,362,9715,0.03592338989778704,0.9043018224741859,0.032463109545420664,0.03973735723047885,False
2026-01-05/2026-01-11,value: WI,9872,371,9501,0.03758103727714749,0.9460298874045937,0.03400576548401053,0.041516048219726,False
2026-01-12/2026-01-18,[missing],3197,125,3072,0.0390991554582421,0.9842455747826834,0.03291466542380378,0.04638993684606886,False
2026-01-12/2026-01-18,value: WA,9837,371,9466,0.03771475043204229,0.9493958573201331,0.03412697170200598,0.041663443369885055,False
2026-01-12/2026-01-18,value: FL,9933,353,9580,0.035538105305547164,0.8946030284593369,0.03207313246525056,0.03936218848279426,False
2026-01-12/2026-01-18,value: IL,9833,372,9461,0.03783179090816638,0.9523421248122436,0.03423767299228377,0.04178687837934628,False
2026-01-12/2026-01-18,value: NY,9833,370,9463,0.03762839418285366,0.9472220058616402,0.034044092125815516,0.04157382465515402,False
2026-01-12/2026-01-18,value: MN,9745,356,9389,0.03653155464340688,0.9196111930373033,0.03298557937011148,0.040442782537754525,False
