period,bucket,rows,positives,negatives,positive_rate,lift,positive_rate_low_iid,positive_rate_high_iid,low_support
2025-12-29/2026-01-04,[missing or nonfinite],1426,51,1375,0.03576437587657784,0.9002989522108958,0.027305686674660212,0.04671752629609119,False
2025-12-29/2026-01-04,"[0.996645, 3.368008]",4457,65,4392,0.014583800762844963,0.3671189619344232,0.01145915759282143,0.018544477384171816,False
2025-12-29/2026-01-04,"(3.368008, 3.654337]",4682,85,4597,0.018154634771465186,0.45700779789717266,0.014706602302058513,0.022392702134170873,False
2025-12-29/2026-01-04,"(3.654337, 3.8604]",4685,110,4575,0.023479188900747065,0.591043144134602,0.019517956783649346,0.028221225866598167,False
2025-12-29/2026-01-04,"(3.8604, 4.035451]",4556,118,4438,0.025899912203687446,0.6519801687523585,0.02167180437692026,0.030926835507090984,False
2025-12-29/2026-01-04,"(4.035451, 4.200245]",4593,128,4465,0.02786849553668626,0.701535444598773,0.023488569117698515,0.03303751757648033,False
2025-12-29/2026-01-04,"(4.200245, 4.365204]",4651,142,4509,0.03053106858740056,0.7685605685940984,0.02596098948417669,0.035876016430439125,False
2025-12-29/2026-01-04,"(4.365204, 4.542077]",4537,173,4364,0.038130923517743005,0.9598722093830837,0.032937693915394334,0.0441056166677397,False
2025-12-29/2026-01-04,"(4.542077, 4.747692]",4630,185,4445,0.03995680345572354,1.0058352034165774,0.0346860883635516,0.045990271011901916,False
2025-12-29/2026-01-04,"(4.747692, 5.033374]",4639,292,4347,0.06294460012933822,1.5845084991652163,0.056311033545248385,0.07030140067946211,False
2025-12-29/2026-01-04,"(5.033374, 7.44563]",4649,364,4285,0.07829640782964079,1.9709605495189624,0.0709178229116483,0.08637132293562633,False
2026-01-05/2026-01-11,[missing or nonfinite],2540,92,2448,0.03622047244094488,0.9117803005901794,0.029626585750020275,0.04421506745889315,False
2026-01-05/2026-01-11,"[0.996645, 3.368008]",8219,122,8097,0.01484365494585716,0.3736602881273042,0.012446769989056907,0.017693840171295022,False
2026-01-05/2026-01-11,"(3.368008, 3.654337]",7991,159,7832,0.01989738455762733,0.5008781512303921,0.01705829424641937,0.02319784597579942,False
2026-01-05/2026-01-11,"(3.654337, 3.8604]",8206,176,8030,0.021447721179624665,0.5399048755097461,0.01852990787767116,0.02481337233127567,False
2026-01-05/2026-01-11,"(3.8604, 4.035451]",8057,184,7873,0.02283728434901328,0.5748844392451423,0.01979566562388556,0.026333694532900694,False
2026-01-05/2026-01-11,"(4.035451, 4.200245]",8167,241,7926,0.029508999632668054,0.7428319605454513,0.02605419839838693,0.03340619638093071,False
2026-01-05/2026-01-11,"(4.200245, 4.365204]",8130,260,7870,0.03198031980319803,0.8050426633907621,0.028371273870880627,0.036031439345593184,False
2026-01-05/2026-01-11,"(4.365204, 4.542077]",8029,288,7741,0.035869971353842324,0.9029571140048414,0.03201913095515803,0.04016472351192878,False
2026-01-05/2026-01-11,"(4.542077, 4.747692]",8005,340,7665,0.042473454091193005,1.0691870129941599,0.038270763704237105,0.04711505175194625,False
2026-01-05/2026-01-11,"(4.747692, 5.033374]",8043,540,7503,0.06713912719134651,1.6900976007890878,0.06187382658490233,0.07281771224647622,False
