period,bucket,rows,positives,negatives,positive_rate,lift,positive_rate_low_iid,positive_rate_high_iid,low_support
2025-12-29/2026-01-04,value: medium,15906,573,15333,0.03602414183327046,0.9068380574769153,0.033238360008811266,0.039033979209453035,False
2025-12-29/2026-01-04,value: low,15894,594,15300,0.03737259343148358,0.9407827169662323,0.03453387282688046,0.04043488704582651,False
2025-12-29/2026-01-04,value: high,15705,546,15159,0.03476599808978032,0.8751667234683529,0.03201287121583555,0.03774666271881794,False
2026-01-05/2026-01-11,value: medium,27923,1061,26862,0.03799734985495828,0.9565097509114733,0.035817657361344755,0.04030414330685244,False
2026-01-05/2026-01-11,value: low,27441,993,26448,0.03618672788892533,0.9109308467948478,0.03404122065351341,0.038462075159156145,False
2026-01-05/2026-01-11,value: high,28166,1028,27138,0.036497905275864516,0.9187641353269859,0.03437034084377475,0.038751883213886944,False
2026-01-12/2026-01-18,value: medium,27418,1067,26351,0.03891604055729812,0.9796360115115952,0.03669072689958239,0.041270538467336346,False
2026-01-12/2026-01-18,value: low,27169,967,26202,0.03559203503993522,0.8959606051588476,0.03345384843454369,0.037861529523165016,False
2026-01-12/2026-01-18,value: high,27333,979,26354,0.03581750996963377,0.9016365001795789,0.03367884011371544,0.03808663658833686,False
2026-01-19/2026-01-25,value: medium,27940,1023,26917,0.03661417322834646,0.9216909560313772,0.03447489079056241,0.03888085959334358,False
2026-01-19/2026-01-25,value: low,28215,1055,27160,0.037391458444090024,0.9412576071514165,0.0352399870257462,0.03966888057979988,False
2026-01-19/2026-01-25,value: high,27820,1086,26734,0.03903666427030913,0.9826724800581278,0.03682364189794788,0.04137697112814851,False
2026-01-26/2026-02-01,value: medium,27874,1081,26793,0.03878166032862165,0.9762532493045097,0.03657789127761808,0.0411125375893346,False
2026-01-26/2026-02-01,value: low,27773,1072,26701,0.038598638965902134,0.971646040677209,0.03639615030077141,0.04092874864444811,False
2026-01-26/2026-02-01,value: high,27853,1053,26800,0.037805622374609556,0.9516833826207565,0.03562874243503066,0.04010997553626417,False
2026-02-02/2026-02-08,value: medium,27710,1065,26645,0.0384337784193432,0.9674959954523146,0.03623353324779176,0.040761980419677116,False
2026-02-02/2026-02-08,value: low,27700,1049,26651,0.037870036101083034,0.9533048735326125,0.035685479371032336,0.040182752186128975,False
2026-02-02/2026-02-08,value: high,27650,1039,26611,0.037576853526220616,0.9459245695713181,0.03539879930031668,0.03988338028116252,False
2026-02-09/2026-02-15,value: medium,27919,1068,26851,0.0382535191088506,0.9629583161447602,0.03606639665531723,0.04056769024362651,False
2026-02-09/2026-02-15,value: low,27737,1092,26645,0.039369794858852794,0.991058397957276,0.03714420812774893,0.041722954646256645,False
2026-02-09/2026-02-15,value: high,27609,1105,26504,0.04002318084682531,1.0075061257854074,0.03777433526146992,0.042400009060255095,False
2026-02-16/2026-02-22,value: medium,27672,1170,26502,0.04228100607111882,1.0643425065102283,0.039972917438074664,0.04471615921775645,False
2026-02-16/2026-02-22,value: low,27670,1105,26565,0.0399349475966751,1.0052850244600402,0.03769096531582491,0.04230665489584467,False
2026-02-16/2026-02-22,value: high,27738,1145,26593,0.041279111687937124,1.0391217542589584,0.0390008221887119,0.043684440872343924,False
2026-02-23/2026-03-01,value: medium,28302,1224,27078,0.043247827008691966,1.0886803526417108,0.040939311275323645,0.04568031677521958,False
2026-02-23/2026-03-01,value: low,28235,1130,27105,0.04002125022135647,1.0074575260253358,0.03779683776604544,0.04237080870493113,False
2026-02-23/2026-03-01,value: high,27968,1143,26825,0.040868135011441646,1.0287762117417658,0.03861016597291761,0.04325221202574686,False
2026-03-02/2026-03-08,value: medium,27949,1184,26765,0.04236287523703889,1.066403404330746,0.04006375350226506,0.04478777983164738,False
2026-03-02/2026-03-08,value: low,27903,1143,26760,0.04096333727556177,1.0311727445075334,0.03870021128152028,0.04335283876355853,False
2026-03-02/2026-03-08,value: high,27748,1104,26644,0.03978665129018308,1.0015519519240548,0.037549859668506595,0.042150849998011004,False
2026-03-09/2026-03-15,value: medium,27600,1177,26423,0.042644927536231884,1.0735035251411424,0.0403241243529373,0.04509302537015878,False
2026-03-09/2026-03-15,value: low,27590,1162,26428,0.04211670895251903,1.0602066444938711,0.03980972030954089,0.044551185448891396,False
2026-03-09/2026-03-15,value: high,27590,1145,26445,0.04150054367524465,1.0446958760288143,0.03921027537592701,0.04391847138605893,False
2026-03-16/2026-03-22,value: medium,27700,1222,26478,0.04411552346570397,1.1105229317987153,0.041759798433071926,0.04659767583486285,False
2026-03-16/2026-03-22,value: low,27584,1206,26378,0.04372099767981438,1.100591508617102,0.041370866580093056,0.04619819758270951,False
2026-03-16/2026-03-22,value: high,27706,1213,26493,0.0437811304410597,1.1021052345137745,0.041434455681530084,0.04625429787671947,False
2026-03-23/2026-03-29,value: medium,12100,561,11539,0.046363636363636364,1.1671148235024886,0.04275885349128545,0.05025636507804201,False
2026-03-23/2026-03-29,value: low,12265,561,11704,0.045739910313901344,1.151413727222186,0.0421825953014822,0.049581689256231236,False
2026-03-23/2026-03-29,value: high,11925,534,11391,0.04477987421383648,1.127246676245097,0.04121213802454045,0.04864080054629864,False
