bucket,rows,positives,negatives,positive_rate,lift,positive_rate_low_iid,positive_rate_high_iid,low_support
[other: 20 pooled levels],497144,19853,477291,0.03993410359976184,1.0052637784710343,0.039393360115495095,0.04048195693767149,False
value: 82,25391,1117,24274,0.0439919656571226,1.1074126030742,0.041537725510257036,0.04658416579784553,False
value: 78,25285,954,24331,0.03772987937512359,0.9497766991849865,0.035450635206381344,0.04014956427028738,False
value: 60,25242,1128,24114,0.0446874257190397,1.1249194642930067,0.04220706635479056,0.04730634766655606,False
value: 54,25229,1170,24059,0.04637520313924452,1.1674059946946387,0.04384858731838042,0.049039939035093454,False
value: 66,25227,1052,24175,0.04170135172632497,1.049750830115166,0.03930349098650993,0.04423876670080922,False
value: 74,25213,910,24303,0.03609249196842899,0.9085586398597605,0.0338599530071937,0.038466371516797215,False
value: 69,25211,988,24223,0.03918924279084526,0.9865133490458216,0.0368633254830352,0.0416555683221885,False
value: 50,25202,982,24220,0.03896516149511944,0.9808725360634218,0.036645451457447215,0.0414253981920516,False
value: 71,25174,897,24277,0.03563200127115278,0.8969666776879238,0.03341204611135467,0.03799365646887371,False
value: 51,25134,1026,24108,0.04082119837670088,1.0275946727929737,0.03844424751789085,0.043338488767897664,False
value: 89,25106,1056,24050,0.04206165856767306,1.0588208575877422,0.039647949464500516,0.044615484149391614,False
value: 65,25085,881,24204,0.03512058999402033,0.8840928884586615,0.03291280733417256,0.03747073196631844,False
value: 67,25082,1072,24010,0.04273981341200861,1.0758920934426333,0.04030583131911385,0.04531383833982315,False
value: 70,25072,1090,23982,0.04347479259731972,1.0943937721162924,0.04101977250061121,0.04606968618842131,False
value: 58,25071,968,24103,0.03861034661561166,0.9719407581022445,0.03629530152077844,0.041066761246653614,False
value: 77,25035,922,24113,0.03682844018374276,0.9270847119884899,0.034565580576875254,0.0392334193432962,False
value: 56,25035,884,24151,0.03531056520870781,0.8888751468523047,0.0330946893779078,0.0376690263369225,False
value: 81,25033,878,24155,0.03507370271241961,0.8829125918796628,0.032865173651862485,0.037424901145119836,False
value: 75,25016,938,24078,0.03749600255836265,0.9438893029166179,0.035211980294467336,0.039922047309770746,False
value: 55,25013,959,24054,0.038340063167153084,0.96513689533425,0.036030488931043776,0.04079141770270001,False
