bucket,rows,positives,negatives,positive_rate,lift,positive_rate_low_iid,positive_rate_high_iid,low_support
[other: 380 pooled levels],947944,37707,910237,0.0397776661912518,1.0013257694462379,0.0393861022557707,0.040172960131837354,False
value: 1161,2641,99,2542,0.03748580083301779,0.9436324942232295,0.030887358793862278,0.045427785975039305,False
value: 1122,2633,109,2524,0.04139764527155336,1.0421056078427529,0.03443296641489922,0.049698545579724404,False
value: 1272,2628,95,2533,0.03614916286149163,0.90998521992427,0.029662778628278534,0.04398962857544141,False
value: 1062,2626,93,2533,0.03541507996953541,0.8915061037013319,0.028997234525775743,0.0431901812532063,False
value: 1295,2618,118,2500,0.04507257448433919,1.134614839127481,0.037769996715397776,0.05370824961936533,False
value: 1264,2614,93,2521,0.03557765876052028,0.8955987101452555,0.029130750247330618,0.04338756753735883,False
value: 1072,2606,119,2487,0.045663852647735995,1.1494991226616988,0.03829573019612911,0.054369461401361535,False
value: 1330,2603,93,2510,0.03572800614675375,0.8993834146445248,0.02925422437237073,0.04357009648470828,False
value: 1325,2602,86,2516,0.033051498847040735,0.8320075228959278,0.026841524336461586,0.040638198278848,False
value: 1004,2598,109,2489,0.04195535026943803,1.0561447519052996,0.03489838909392077,0.05036486092794858,False
value: 1044,2597,120,2477,0.04620716211012707,1.1631758869761375,0.03878149539012864,0.05497333845170799,False
value: 1010,2593,94,2499,0.036251446201311224,0.9125600050676205,0.02971577971667276,0.04415914174573152,False
value: 1085,2590,110,2480,0.04247104247104247,1.0691263051237876,0.03535845186952462,0.050938826655148595,False
value: 1393,2589,100,2489,0.03862495171881035,0.9723084133117771,0.03185986816911253,0.04675714797247896,False
value: 1381,2588,92,2496,0.03554868624420402,0.8948693831140093,0.02907544378985014,0.043398687751422194,False
value: 1168,2588,108,2480,0.04173106646058733,1.0504988410468805,0.0346816804057878,0.050138885324619006,False
value: 1115,2587,95,2492,0.03672207189795129,0.9244070962354006,0.030134331857412235,0.04468362281161926,False
value: 1175,2587,81,2506,0.031310398144569,0.7881786820533416,0.025263405271445723,0.038747249744157684,False
value: 1052,2586,99,2487,0.0382830626450116,0.9637020174955719,0.031546352998574514,0.04638948285471525,False
value: 1033,2582,105,2477,0.04066615027110767,1.023691636780558,0.0337051312562622,0.048991918128280985,False
